time,temp_c,precip_mm,humidity,pressure_mb,wind_kph,cloud,dewpoint_c,feelslike_c,vis_km,gust_kph,wind_dir,condition,dewpoint_depression
2025-03-11 03:00,21.9,0.9,95,1014.0,2.2,100,21.1,23.9,2.0,3.1,SW,Moderate rain at times,0.7999999999999972
2024-06-02 14:00,30.7,0.0,73,1007.0,7.6,46,24.5,36.7,10.0,17.7,NNE,Partly cloudy,6.199999999999999
2024-12-10 05:00,22.8,0.4,91,1012.0,4.2,100,21.2,25.1,10.0,7.6,NE,Patchy rain possible,1.6000000000000014
2024-09-24 23:00,24.9,0.0,89,1012.0,6.1,100,23.0,27.5,10.0,8.9,WNW,Overcast,1.8999999999999986
2024-09-23 11:00,26.2,0.1,94,1008.0,9.0,66,24.2,29.8,9.0,12.5,SW,Patchy rain possible,2.0
2025-01-03 00:00,20.3,0.0,89,1016.0,9.4,100,18.4,22.3,10.0,9.6,NW,Overcast,1.9000000000000021
2025-01-02 12:00,21.5,0.1,86,1015.0,10.8,100,19.0,23.5,10.0,13.5,NNW,Patchy rain possible,2.5
2024-10-14 04:00,23.9,0.5,89,1011.0,7.2,87,22.0,26.2,9.0,12.3,WNW,Moderate rain at times,1.8999999999999986
2025-01-06 08:00,19.8,0.0,87,1019.0,5.4,100,17.5,21.8,10.0,7.2,NW,Overcast,2.3000000000000007
2025-01-21 15:00,21.5,0.0,67,1012.0,10.8,0,15.0,23.5,10.0,12.6,ENE,Sunny,6.5
2024-09-10 07:00,26.9,0.0,89,1006.0,6.1,91,25.1,31.3,10.0,9.9,WSW,Overcast,1.7999999999999972
2024-06-04 15:00,33.0,0.1,70,1005.0,14.8,88,24.8,40.5,10.0,18.5,ENE,Patchy rain possible,8.2
2024-12-07 11:00,24.2,0.2,85,1015.0,13.0,70,21.5,26.4,10.0,16.9,NE,Patchy rain possible,2.6999999999999993
2024-12-19 06:00,21.4,0.5,86,1017.0,11.5,100,19.0,23.4,10.0,20.5,NE,Moderate rain at times,2.3999999999999986
2024-12-18 19:00,21.5,0.0,84,1017.0,12.1,100,18.6,23.5,2.0,19.9,NE,Overcast,2.8999999999999986
2025-05-02 16:00,29.3,0.0,73,1009.0,13.3,83,22.2,34.0,10.0,27.6,ENE,Cloudy,7.100000000000001
2024-07-21 20:00,26.1,0.0,88,1005.0,7.6,87,23.9,29.4,10.0,10.6,SSW,Overcast,2.200000000000003
2025-01-27 18:00,18.1,0.0,89,1017.0,8.3,100,16.3,20.1,10.0,17.4,NNE,Overcast,1.8000000000000007
2025-02-01 02:00,17.7,0.0,89,1011.0,8.6,2,16.0,19.7,10.0,10.3,SSW,Clear,1.6999999999999993
2024-06-07 16:00,30.4,1.1,70,1004.0,8.9,84,24.4,36.0,5.0,16.8,E,Heavy rain at times,6.0
2024-08-08 21:00,28.7,0.0,85,1008.0,7.6,76,23.8,33.1,10.0,14.3,S,Cloudy,4.899999999999999
2025-04-03 03:00,21.1,0.0,84,1016.0,0.7,100,18.3,23.1,10.0,1.0,WNW,Overcast,2.8000000000000007
2024-09-17 04:00,24.8,0.0,85,1004.0,7.2,71,22.2,27.2,10.0,12.8,WNW,Cloudy,2.6000000000000014
2025-04-07 07:00,24.3,0.0,82,1016.0,3.2,92,21.0,26.3,10.0,4.9,SSE,Overcast,3.3000000000000007
2024-07-31 02:00,25.1,0.0,86,1006.0,9.7,50,22.6,27.6,10.0,13.6,SW,Partly cloudy,2.5
2024-06-23 11:00,30.7,0.1,70,1003.0,11.9,74,24.7,36.8,10.0,20.0,NNE,Patchy rain possible,6.0
2024-10-31 17:00,25.0,0.49,89,1008.0,11.2,100,23.0,27.7,2.0,16.3,NW,Light drizzle,2.0
2025-02-10 17:00,20.1,0.0,86,1015.0,11.5,73,17.7,22.1,10.0,15.9,NE,Cloudy,2.400000000000002
2024-11-02 22:00,23.2,0.0,82,1015.0,11.9,81,19.9,25.3,10.0,14.4,NW,Cloudy,3.3000000000000007
2024-06-04 02:00,26.0,0.0,82,1006.0,8.6,63,22.7,28.7,10.0,12.9,SW,Cloudy,3.3000000000000007
2025-04-05 22:00,22.0,0.0,95,1014.0,4.7,38,21.1,24.6,2.0,7.7,SW,Partly cloudy,0.8999999999999986
2025-02-15 08:00,22.6,0.0,89,1013.0,8.3,19,20.8,24.9,10.0,11.2,SSW,Sunny,1.8000000000000007
2024-09-20 08:00,28.6,0.0,74,1003.0,5.4,49,23.9,33.0,10.0,6.6,W,Partly cloudy,4.700000000000003
2024-08-19 06:00,26.4,0.0,79,1006.0,7.9,5,22.6,29.2,10.0,14.5,WSW,Sunny,3.799999999999997
2024-12-05 00:00,22.2,0.0,87,1013.0,5.0,75,20.1,24.6,10.0,8.4,W,Cloudy,2.099999999999998
2024-12-31 05:00,20.5,1.1,94,1017.0,8.3,100,19.6,22.5,10.0,12.9,N,Heavy rain at times,0.8999999999999986
2024-06-12 21:00,27.3,0.0,85,1007.0,8.6,17,24.6,31.7,10.0,11.2,S,Clear,2.6999999999999993
2024-10-08 04:00,24.1,0.1,88,1013.0,6.8,76,21.9,26.4,10.0,11.4,NNW,Patchy rain possible,2.200000000000003
2025-04-13 16:00,22.3,0.0,81,1013.0,19.8,100,17.8,24.6,10.0,28.5,NW,Overcast,4.5
2025-04-17 03:00,23.1,0.0,94,1007.0,8.3,95,22.0,25.4,10.0,10.5,S,Overcast,1.1000000000000014
2024-07-26 03:00,28.4,0.0,67,997.0,8.9,30,21.6,31.3,10.0,15.9,WSW,Partly cloudy,6.799999999999997
2024-12-04 15:00,25.1,0.0,75,1011.0,9.7,14,20.3,27.0,10.0,17.1,NE,Sunny,4.800000000000001
2024-07-12 11:00,33.7,0.0,55,1002.0,8.6,21,22.5,39.0,10.0,17.2,NE,Sunny,11.200000000000003
2025-05-14 03:00,24.8,0.0,90,1008.0,7.2,43,23.0,27.4,10.0,9.0,SSW,Partly cloudy,1.8000000000000007
2025-04-12 02:00,24.4,0.0,88,1005.0,8.3,12,22.2,26.7,10.0,10.8,SSW,Clear,2.1999999999999993
2024-06-20 00:00,27.5,0.0,78,1004.0,7.2,26,23.3,31.0,10.0,13.4,SW,Partly cloudy,4.199999999999999
2025-01-31 12:00,23.9,0.0,66,1013.0,8.6,0,17.2,25.5,10.0,9.9,ESE,Sunny,6.699999999999999
2024-12-13 07:00,23.5,0.4,92,1014.0,14.8,100,22.2,25.8,9.0,20.6,NE,Patchy rain possible,1.3000000000000007
2025-01-05 08:00,19.3,0.0,86,1020.0,11.2,100,16.9,21.3,10.0,15.8,NW,Overcast,2.400000000000002
2025-02-11 13:00,22.2,0.0,89,1014.0,6.5,100,18.8,24.6,10.0,19.4,NW,Overcast,3.3999999999999986
2025-01-03 17:00,20.4,0.0,87,1016.0,7.9,100,18.2,22.4,10.0,15.1,NNW,Overcast,2.1999999999999993
2025-03-20 08:00,20.2,0.0,84,1023.0,10.4,100,17.5,22.2,10.0,13.9,N,Overcast,2.6999999999999993
2024-07-23 00:00,25.1,0.0,88,1003.0,8.9,73,23.0,27.8,10.0,18.2,SW,Cloudy,2.1000000000000014
2025-02-14 21:00,22.1,0.0,96,1014.0,4.0,100,21.4,24.6,2.0,6.1,S,Overcast,0.7000000000000028
2025-05-22 23:00,26.2,0.0,94,1006.0,5.0,30,25.1,30.3,2.0,8.3,SSE,Partly cloudy,1.0999999999999979
2024-07-11 16:00,30.0,0.5,71,1003.0,13.0,79,24.2,35.3,10.0,16.8,E,Moderate rain at times,5.800000000000001
2025-05-17 14:00,30.6,0.0,77,1008.0,14.0,76,25.1,38.1,9.0,33.5,E,Cloudy,5.5
2024-08-25 08:00,29.2,0.0,74,1009.0,6.1,13,23.7,33.6,10.0,7.7,WSW,Sunny,5.5
2024-06-09 13:00,33.7,0.0,65,1003.0,10.4,18,24.4,41.1,10.0,19.0,ENE,Sunny,9.300000000000004
2024-06-13 01:00,26.6,0.0,79,1005.0,9.0,15,22.7,29.5,10.0,11.9,SW,Clear,3.900000000000002
2025-02-04 11:00,20.6,2.0,88,1020.0,14.8,100,18.6,22.6,10.0,24.1,ENE,Moderate or heavy rain shower,2.0
2024-07-27 22:00,27.5,0.0,76,1004.0,8.9,32,23.5,31.1,10.0,17.7,SW,Partly cloudy,4.0
2024-06-13 02:00,26.5,0.0,78,1005.0,6.7,18,22.3,29.2,10.0,13.7,SW,Clear,4.199999999999999
2024-08-31 05:00,24.6,0.0,81,1006.0,5.8,32,21.2,26.7,10.0,11.0,WSW,Partly cloudy,3.400000000000002
2025-04-19 10:00,30.3,0.0,72,1010.0,7.2,18,24.6,36.3,10.0,14.0,ENE,Sunny,5.699999999999999
2025-03-02 02:00,20.2,0.0,96,1010.0,7.1,41,19.5,22.2,2.0,13.2,S,Partly cloudy,0.6999999999999993
2024-06-17 21:00,28.2,0.0,89,1006.0,10.0,17,25.4,33.6,10.0,19.3,SW,Clear,2.8000000000000007
2024-08-19 14:00,33.2,0.1,61,1003.0,19.1,79,24.8,40.7,10.0,28.3,NE,Patchy rain possible,8.400000000000002
2025-02-15 04:00,20.9,0.0,94,1012.0,6.1,89,19.9,22.9,2.0,10.6,SSW,Overcast,1.0
2024-11-22 13:00,24.5,0.2,86,1014.0,20.2,89,22.0,26.8,10.0,39.7,NE,Patchy rain possible,2.5
2025-04-12 00:00,24.3,0.0,87,1006.0,5.3,9,22.0,26.6,10.0,7.1,SSW,Clear,2.3000000000000007
2025-05-06 23:00,27.2,0.0,88,1007.0,8.3,88,24.6,31.8,9.0,13.9,SW,Overcast,2.599999999999998
2025-04-05 01:00,20.5,0.0,94,1011.0,4.4,41,19.5,22.5,10.0,8.2,S,Partly cloudy,1.0
2024-06-06 11:00,33.4,0.0,61,1008.0,7.6,25,23.9,40.0,10.0,14.5,NE,Partly cloudy,9.5
2025-04-29 03:00,22.7,0.0,93,1010.0,4.7,24,21.6,25.1,10.0,8.4,SW,Clear,1.0999999999999979
2025-04-17 06:00,23.4,0.0,94,1008.0,4.6,50,22.3,25.7,10.0,10.0,S,Partly cloudy,1.0999999999999979
2025-04-01 08:00,21.7,0.0,82,1017.0,8.3,100,18.4,23.7,10.0,10.6,NW,Overcast,3.3000000000000007
2025-04-25 21:00,25.8,0.0,92,1011.0,3.6,34,23.8,29.3,10.0,6.6,SSW,Partly cloudy,2.0
2025-03-17 01:00,20.2,0.0,85,1016.0,7.1,100,17.6,22.2,10.0,11.6,NW,Overcast,2.599999999999998
2025-05-10 07:00,27.6,0.0,75,1008.0,7.6,78,23.3,30.8,9.0,10.5,SSW,Cloudy,4.300000000000001
2024-06-05 00:00,26.7,0.0,80,1007.0,9.7,74,23.0,29.7,9.0,12.3,SSW,Cloudy,3.6999999999999993
2025-02-24 12:00,20.8,0.1,94,1022.0,22.0,100,19.7,22.8,10.0,31.2,ENE,Patchy rain possible,1.1000000000000014
2024-06-23 02:00,25.7,0.0,91,1002.0,4.1,72,24.1,29.0,9.0,8.2,WSW,Cloudy,1.5999999999999979
2024-11-07 22:00,23.8,0.2,84,1017.0,13.1,98,20.9,25.9,10.0,21.0,NE,Patchy rain possible,2.900000000000002
2024-09-03 04:00,25.2,0.0,89,1007.0,7.6,23,23.2,28.0,10.0,9.2,WSW,Clear,2.0
2024-08-15 08:00,30.7,0.0,64,1006.0,5.8,15,23.1,35.3,10.0,6.7,WSW,Sunny,7.599999999999998
2025-02-04 01:00,20.0,1.4,91,1018.0,11.2,100,18.6,22.0,10.0,16.3,N,Heavy rain at times,1.3999999999999986
2024-09-07 02:00,28.1,0.0,76,1000.0,4.0,59,22.0,31.0,10.0,12.8,W,Partly cloudy,6.100000000000001
2024-09-28 23:00,25.9,0.0,91,1010.0,6.5,85,24.4,29.5,9.0,10.7,S,Overcast,1.5
2024-11-05 05:00,24.2,4.9,91,1013.0,13.6,100,22.7,26.7,7.0,31.4,NE,Moderate or heavy rain shower,1.5
2025-02-27 15:00,23.1,0.1,82,1014.0,11.2,64,19.9,25.2,10.0,13.4,E,Patchy rain possible,3.200000000000003
2024-12-22 16:00,21.3,0.0,71,1015.0,13.0,6,15.8,23.3,10.0,21.5,NNE,Sunny,5.5
2025-02-10 13:00,20.6,0.1,82,1017.0,9.7,81,17.4,22.6,10.0,17.5,NE,Patchy rain possible,3.200000000000003
2024-12-27 18:00,21.1,4.3,95,1018.0,12.6,100,20.4,23.1,7.0,17.7,NNW,Moderate or heavy rain shower,0.7000000000000028
2024-06-02 19:00,27.6,0.0,87,1008.0,9.0,56,25.1,32.4,10.0,10.1,SSE,Partly cloudy,2.5
2024-08-21 03:00,25.9,0.0,83,1006.0,10.1,41,22.9,28.7,10.0,13.8,SW,Partly cloudy,3.0
2025-05-18 07:00,26.6,0.0,83,1009.0,9.0,9,23.5,29.9,10.0,11.6,SSW,Sunny,3.1000000000000014
2024-06-07 20:00,26.9,1.7,85,1006.0,7.9,76,24.0,30.6,9.0,15.7,SSE,Moderate or heavy rain shower,2.8999999999999986
2024-12-10 20:00,23.4,0.5,91,1012.0,5.9,78,21.8,25.6,10.0,9.8,E,Moderate rain at times,1.5999999999999979
2024-10-11 20:00,24.7,0.2,88,1012.0,3.2,75,22.6,27.1,10.0,5.1,WSW,Patchy rain possible,2.099999999999998
2024-08-10 16:00,33.7,0.0,69,1001.0,9.6,55,24.1,40.8,9.0,18.0,E,Partly cloudy,9.600000000000001
2024-10-23 20:00,24.4,0.2,85,1013.0,5.0,87,21.8,26.6,9.0,8.4,N,Patchy rain possible,2.599999999999998
2024-06-16 23:00,27.2,0.0,86,1006.0,8.4,48,24.4,31.3,10.0,18.6,SW,Partly cloudy,2.8000000000000007
2024-05-24 21:00,25.8,1.67,94,1009.0,5.4,56,24.8,29.6,7.0,9.5,S,Moderate or heavy rain shower,1.0
2024-07-22 04:00,24.6,0.0,85,1002.0,9.0,19,21.9,26.8,10.0,12.8,WSW,Clear,2.700000000000003
2024-07-30 20:00,26.7,0.0,83,1007.0,4.7,60,23.5,30.1,10.0,8.7,S,Partly cloudy,3.1999999999999993
2025-03-31 08:00,21.3,0.01,86,1016.0,9.0,100,18.9,23.3,10.0,12.4,WNW,Patchy rain possible,2.400000000000002
2024-08-09 21:00,29.4,0.0,85,1006.0,7.6,13,24.7,34.9,10.0,14.1,S,Clear,4.699999999999999
2024-10-31 16:00,25.5,0.83,88,1007.0,10.1,91,23.4,28.4,10.0,16.5,NNW,Light rain shower,2.1000000000000014
2024-08-31 06:00,25.0,0.0,80,1007.0,6.8,30,21.3,27.1,10.0,8.7,WSW,Partly cloudy,3.6999999999999993
2024-12-20 18:00,20.4,0.0,82,1015.0,10.4,100,17.2,22.4,10.0,15.1,ENE,Overcast,3.1999999999999993
2025-05-14 09:00,28.5,0.1,73,1011.0,1.1,84,23.2,32.2,5.0,7.8,NNE,Patchy rain possible,5.300000000000001
2024-12-03 07:00,23.4,0.3,87,1014.0,3.6,52,21.0,25.5,10.0,5.4,E,Patchy rain possible,2.3999999999999986
2024-08-12 22:00,26.7,1.8,86,1005.0,6.1,84,24.1,30.4,10.0,11.6,SSW,Moderate or heavy rain shower,2.599999999999998
2024-10-28 14:00,23.3,0.0,89,1004.0,5.8,100,20.5,25.4,2.0,8.2,WSW,Overcast,2.8000000000000007
2025-02-06 04:00,19.7,0.0,88,1014.0,5.1,100,17.6,21.7,10.0,8.3,SE,Overcast,2.099999999999998
2025-02-12 10:00,23.6,0.1,84,1016.0,6.5,99,20.8,25.6,10.0,12.1,NNE,Patchy rain possible,2.8000000000000007
2025-04-22 02:00,23.9,0.0,84,1009.0,9.0,12,21.1,25.9,10.0,11.7,S,Clear,2.799999999999997
2024-07-28 16:00,31.2,0.2,70,1000.0,5.8,72,25.0,37.9,10.0,14.0,NNW,Patchy rain possible,6.199999999999999
2025-02-02 15:00,24.4,0.0,79,1008.0,12.3,0,20.5,26.3,10.0,19.5,ESE,Sunny,3.8999999999999986
2024-11-07 18:00,23.9,0.3,85,1015.0,13.6,75,21.2,26.0,10.0,27.1,ENE,Patchy rain possible,2.6999999999999993
2024-11-17 20:00,24.0,0.0,87,1013.0,5.4,87,21.7,26.2,10.0,8.9,NW,Overcast,2.3000000000000007
2024-09-19 18:00,25.3,4.2,85,996.0,7.6,74,22.6,27.8,10.0,18.9,ESE,Moderate or heavy rain shower,2.6999999999999993
2024-10-28 03:00,21.0,0.0,84,1004.0,6.1,47,18.1,23.0,10.0,9.7,WSW,Partly cloudy,2.8999999999999986
2024-09-25 12:00,28.9,0.1,81,1011.0,9.7,77,25.0,34.3,10.0,17.6,ENE,Patchy rain possible,3.8999999999999986
2024-06-09 18:00,27.8,5.1,85,1005.0,10.1,86,25.0,32.6,9.0,17.5,S,Moderate or heavy rain shower,2.8000000000000007
2024-06-09 02:00,25.7,0.0,89,1003.0,9.0,26,23.7,28.9,10.0,11.6,SW,Partly cloudy,2.0
2025-04-11 01:00,23.4,0.0,92,1007.0,8.3,20,22.0,25.7,10.0,9.6,S,Clear,1.3999999999999986
2024-10-05 23:00,24.4,0.0,88,1013.0,6.1,91,22.4,26.8,10.0,10.0,WNW,Overcast,2.0
2024-12-14 05:00,22.5,3.46,93,1016.0,22.3,100,21.3,24.9,7.0,36.7,NE,Moderate or heavy rain shower,1.1999999999999993
2024-10-26 23:00,20.9,5.8,84,1001.0,24.1,55,17.8,22.9,10.0,41.0,SW,Moderate or heavy rain shower,3.099999999999998
2025-01-07 05:00,20.3,0.0,80,1015.0,8.6,100,16.6,22.3,10.0,13.5,ENE,Overcast,3.6999999999999993
2025-01-19 09:00,20.7,0.0,79,1017.0,1.4,86,16.9,22.7,10.0,9.0,N,Overcast,3.8000000000000007
2025-02-09 03:00,19.3,0.0,87,1019.0,16.7,100,17.1,21.3,10.0,25.8,NE,Overcast,2.1999999999999993
2024-05-31 18:00,26.6,0.08,87,1006.0,5.8,58,24.2,30.3,10.0,10.9,SSE,Patchy rain possible,2.400000000000002
2024-09-03 15:00,30.4,0.2,72,1004.0,20.2,85,24.7,36.3,9.0,28.8,NNE,Patchy rain possible,5.699999999999999
2025-01-20 15:00,21.0,0.0,74,1012.0,10.1,87,16.1,23.0,10.0,16.4,NE,Overcast,4.899999999999999
2024-10-10 15:00,27.8,0.2,76,1010.0,12.6,82,23.1,31.3,9.0,24.4,NNE,Patchy rain possible,4.699999999999999
2025-01-28 04:00,16.7,0.0,90,1018.0,8.3,100,15.0,18.7,10.0,10.1,NNW,Overcast,1.6999999999999993
2024-11-04 08:00,24.7,0.3,88,1014.0,4.0,78,22.5,27.1,10.0,10.4,NNW,Patchy rain possible,2.1999999999999993
2024-07-05 17:00,29.3,0.2,73,1004.0,13.0,89,23.9,34.0,10.0,16.5,E,Patchy rain possible,5.400000000000002
2024-11-07 23:00,23.8,0.5,84,1017.0,13.2,76,20.9,25.8,2.0,22.0,NE,Moderate rain at times,2.900000000000002
2025-04-09 08:00,24.2,0.1,83,1014.0,5.4,80,21.1,26.3,10.0,10.5,S,Patchy rain possible,3.099999999999998
2025-03-08 20:00,20.2,0.1,93,1016.0,7.9,100,19.0,22.2,2.0,11.1,NW,Patchy rain possible,1.1999999999999993
2024-10-29 17:00,23.9,0.0,86,1006.0,10.8,47,21.5,26.0,10.0,19.0,W,Partly cloudy,2.3999999999999986
2024-08-13 04:00,25.7,0.0,85,1004.0,10.1,26,23.1,28.6,10.0,13.6,SW,Partly cloudy,2.599999999999998
2025-04-20 08:00,27.4,0.0,79,1010.0,9.4,11,23.5,31.0,10.0,11.7,SSE,Sunny,3.8999999999999986
2024-08-18 11:00,34.5,0.0,59,1007.0,8.2,5,22.8,40.4,10.0,19.1,NNE,Sunny,11.7
2024-07-24 11:00,31.2,0.0,68,1001.0,15.1,63,23.2,36.2,10.0,22.2,SW,Cloudy,8.0
2024-07-08 05:00,24.6,0.0,92,1006.0,8.6,22,23.1,27.2,10.0,14.4,SSW,Clear,1.5
2024-12-18 14:00,22.8,0.0,89,1015.0,19.8,100,18.4,24.9,10.0,31.2,NNE,Overcast,4.400000000000002
2025-01-04 16:00,21.6,0.0,77,1015.0,12.2,78,17.3,23.6,10.0,15.8,ENE,Cloudy,4.300000000000001
2024-06-19 04:00,26.7,0.0,75,1003.0,6.1,20,21.9,29.2,10.0,12.7,SSW,Clear,4.800000000000001
2024-09-29 05:00,24.4,0.0,86,1008.0,7.9,13,21.9,26.6,10.0,9.8,SW,Clear,2.5
2025-04-16 01:00,20.8,0.0,77,1011.0,5.8,14,16.5,22.8,10.0,10.5,SSW,Clear,4.300000000000001
2024-08-05 19:00,28.5,0.0,82,1006.0,5.8,84,23.6,32.7,9.0,10.5,SSE,Cloudy,4.899999999999999
2024-08-01 22:00,27.4,0.0,86,1010.0,4.3,29,24.5,31.6,10.0,7.8,SW,Partly cloudy,2.8999999999999986
2025-05-10 09:00,29.8,0.0,60,1008.0,5.8,17,21.3,32.8,10.0,18.7,ESE,Sunny,8.5
2024-12-30 23:00,21.4,0.0,92,1017.0,10.1,100,20.1,23.4,10.0,15.0,NNE,Overcast,1.2999999999999972
2025-03-24 16:00,23.5,0.0,72,1012.0,10.8,4,18.1,25.3,10.0,18.3,E,Sunny,5.399999999999999
2024-07-24 10:00,30.6,0.0,71,1001.0,17.3,66,23.3,35.4,10.0,27.0,SW,Cloudy,7.300000000000001
2025-03-13 19:00,23.8,0.0,94,1011.0,2.9,59,22.7,26.2,10.0,4.4,ENE,Partly cloudy,1.1000000000000014
2025-04-16 22:00,23.1,0.0,94,1010.0,6.8,26,22.0,25.4,10.0,12.0,S,Partly cloudy,1.1000000000000014
2024-08-21 18:00,30.3,0.0,77,1007.0,11.8,75,24.8,36.1,9.0,23.3,ESE,Cloudy,5.5
2024-10-29 20:00,22.8,0.2,88,1008.0,8.6,83,20.7,25.0,10.0,14.5,W,Patchy rain possible,2.1000000000000014
2025-03-26 15:00,27.2,0.0,74,1003.0,12.6,4,21.6,30.1,10.0,21.1,ESE,Sunny,5.599999999999998
2024-12-04 11:00,26.0,0.0,81,1014.0,11.9,68,21.0,28.1,10.0,25.3,ENE,Cloudy,5.0
2025-04-07 02:00,23.3,0.0,90,1014.0,5.8,89,21.5,25.5,10.0,9.6,S,Overcast,1.8000000000000007
2024-06-21 09:00,32.7,0.0,60,1004.0,7.9,34,23.0,38.0,10.0,14.5,S,Partly cloudy,9.700000000000003
2024-08-09 00:00,27.1,0.0,82,1007.0,7.2,20,23.8,30.8,10.0,12.6,SW,Clear,3.3000000000000007
2025-03-27 10:00,30.5,0.0,57,1005.0,11.5,5,20.9,33.4,10.0,18.1,S,Sunny,9.600000000000001
2024-10-11 21:00,24.4,0.3,89,1013.0,4.7,87,22.5,26.8,10.0,7.6,WSW,Patchy rain possible,1.8999999999999986
2025-02-01 15:00,24.0,0.0,72,1008.0,13.7,0,18.6,25.7,10.0,17.1,ESE,Sunny,5.399999999999999
2024-10-07 02:00,24.0,0.0,87,1012.0,8.6,93,21.7,26.2,10.0,9.7,W,Overcast,2.3000000000000007
2025-04-29 15:00,28.3,0.0,66,1009.0,15.5,2,21.5,31.0,10.0,17.8,E,Sunny,6.800000000000001
2024-11-24 10:00,24.7,1.6,90,1016.0,15.2,99,22.9,27.2,7.0,33.5,ENE,Moderate or heavy rain shower,1.8000000000000007
2024-11-08 22:00,23.1,0.0,82,1017.0,9.4,51,20.0,25.2,10.0,15.1,NNE,Partly cloudy,3.1000000000000014
2025-03-20 20:00,20.1,0.0,78,1022.0,8.6,43,16.1,22.1,10.0,9.9,N,Partly cloudy,4.0
2024-12-29 02:00,20.4,0.0,84,1019.0,10.4,100,17.5,22.4,10.0,16.3,NE,Overcast,2.8999999999999986
2025-02-16 03:00,20.7,0.2,94,1012.0,6.1,72,19.6,22.7,10.0,10.6,SSW,Patchy rain possible,1.0999999999999979
2024-06-15 13:00,35.6,0.3,57,1001.0,18.4,72,23.7,43.0,10.0,21.5,ENE,Patchy rain possible,11.900000000000002
2025-01-06 02:00,18.3,0.0,87,1016.0,6.1,97,16.2,20.3,10.0,10.3,WNW,Overcast,2.1000000000000014
2024-09-28 13:00,30.1,0.8,74,1008.0,10.4,88,25.0,36.1,10.0,16.9,ESE,Moderate rain at times,5.100000000000001
2024-10-12 20:00,25.2,0.0,88,1013.0,3.2,86,23.1,27.9,9.0,5.2,N,Overcast,2.099999999999998
2024-06-18 16:00,30.3,0.2,75,1002.0,10.1,76,25.4,36.8,9.0,21.3,ENE,Patchy rain possible,4.900000000000002
2025-05-17 20:00,26.3,0.0,89,1009.0,4.7,17,24.4,30.0,10.0,8.7,SSE,Clear,1.9000000000000021
2024-11-13 20:00,24.4,0.0,91,1012.0,4.0,52,22.8,26.9,10.0,6.1,ESE,Partly cloudy,1.5999999999999979
2024-11-03 06:00,22.7,1.35,94,1013.0,10.5,100,21.7,25.1,7.0,16.5,NW,Heavy rain at times,1.0
2025-05-05 12:00,34.5,0.0,65,1006.0,14.3,17,22.9,45.5,10.0,25.1,E,Sunny,11.600000000000001
2024-08-12 20:00,27.0,0.0,87,1004.0,5.4,71,24.6,31.2,10.0,10.2,SSE,Cloudy,2.3999999999999986
2025-02-03 09:00,22.3,0.1,85,1016.0,1.4,53,19.6,24.7,10.0,7.2,WNW,Patchy rain possible,2.6999999999999993
2025-03-21 20:00,19.9,0.0,78,1021.0,6.8,21,15.9,21.9,10.0,11.6,NNE,Clear,3.9999999999999982
2024-06-05 13:00,34.8,0.0,59,1006.0,11.4,13,24.2,42.3,10.0,21.5,NE,Sunny,10.599999999999998
2025-01-27 16:00,18.2,0.0,90,1016.0,9.4,100,16.5,20.2,2.0,22.6,N,Overcast,1.6999999999999993
2024-08-28 10:00,33.3,0.0,48,1006.0,3.6,10,20.8,36.9,10.0,10.4,NNE,Sunny,12.499999999999996
2025-05-21 09:00,30.8,0.0,62,1008.0,7.9,11,22.8,35.2,10.0,14.5,SSE,Sunny,8.0
2024-10-22 08:00,26.3,0.4,88,1013.0,12.3,73,24.1,29.9,10.0,23.0,NE,Patchy rain possible,2.1999999999999993
2024-10-18 15:00,27.6,0.2,80,1008.0,10.4,89,24.0,31.6,10.0,16.9,ENE,Patchy rain possible,3.6000000000000014
2024-08-24 05:00,24.1,0.0,86,1009.0,6.1,18,21.6,26.3,10.0,13.1,SSW,Clear,2.5
2025-02-03 03:00,19.0,0.0,93,1012.0,4.7,26,17.9,21.0,10.0,8.7,WSW,Partly cloudy,1.1000000000000014
2025-01-04 10:00,21.5,0.0,78,1019.0,13.3,81,17.5,23.5,10.0,21.3,ENE,Cloudy,4.0
2025-05-04 23:00,25.9,0.0,86,1008.0,9.0,15,23.3,28.9,10.0,15.4,SSW,Clear,2.599999999999998
2025-05-10 15:00,30.0,1.2,72,1005.0,10.5,84,24.5,35.6,10.0,17.4,ENE,Heavy rain at times,5.5
2024-10-11 08:00,25.0,0.1,88,1013.0,9.7,100,22.8,27.6,10.0,17.4,NNW,Patchy rain possible,2.1999999999999993
2025-02-04 13:00,20.4,2.3,88,1018.0,13.0,100,18.2,22.4,10.0,22.4,NE,Moderate or heavy rain shower,2.1999999999999993
2024-06-28 00:00,26.6,0.0,89,1009.0,8.1,53,24.5,30.5,10.0,13.5,SSE,Partly cloudy,2.1000000000000014
2025-02-23 04:00,21.6,0.2,96,1018.0,7.4,100,20.9,23.6,10.0,10.9,NE,Patchy rain possible,0.7000000000000028
2025-05-22 00:00,25.4,0.0,89,1007.0,6.9,8,24.3,28.8,10.0,14.1,SSW,Clear,1.0999999999999979
2025-05-20 19:00,26.9,0.0,91,1007.0,3.6,88,25.4,31.7,7.0,6.5,ESE,Overcast,1.5
2024-11-26 21:00,23.7,0.3,90,1016.0,10.9,86,21.9,25.9,10.0,22.4,ENE,Patchy rain possible,1.8000000000000007
2025-02-15 00:00,21.2,0.0,96,1013.0,3.6,69,20.5,23.2,2.0,5.8,SW,Cloudy,0.6999999999999993
